x_t,y_t,z_t,x_next
-9.860699231249946,-9.74948001276703,28.85479305030352,-9.598906775040927
-9.853004848434644,-9.656510398884114,28.947684838134922,-9.551825931211416
-9.841053767974563,-9.559640910383566,29.034227940569348,-9.501478921421898
-9.82487241925077,-9.459241284297208,29.114133625745424,-9.448042082456661
-9.804504360760939,-9.355696487003382,29.187144070445296,-9.391702239345785
-9.780010124284965,-9.249404044648605,29.25303360139635,-9.33265556834803
-9.751466930649245,-9.140771216394644,29.311609710543756,-9.271106425800625
-9.71896827491123,-9.030212111022315,29.36271372247178,-9.20726616488387
-9.682623404372048,-8.918144850727623,29.40622114682061,-9.141351917813719
-9.642556670534239,-8.804988688183572,29.44204175717359,-9.073585382317269
-9.598906775040927,-8.69116120478959,29.470119334119953,-9.004191634608572
-9.551825931211416,-8.577075636957327,29.490431138848876,-8.933397940248499
-9.501478921421898,-8.463138270766843,29.502987123043514,-8.861432605961435
-9.448042082456661,-8.349746018121145,29.507828864735256,-8.788523887947353
-9.391702239345785,-8.237284193174734,29.505028301367958,-8.714898922087935
-9.33265556834803,-8.12612444310815,29.494686255632775,-8.640782729749107
-9.271106425800625,-8.016622921964405,29.476930772723126,-8.566397293094907
-9.20726616488387,-7.909118709132196,29.45191534205849,-8.491960669408394
-9.141351917813719,-7.803932427015785,29.419816990048982,-8.417686212015512
-9.073585382317269,-7.701365126398383,29.380834277859254,-8.343781847742038
-9.004191634608572,-7.601697421635576,29.335185276857718,-8.270449420793195
-8.933397940248499,-7.505188830803302,29.283105492202804,-8.197884147086864
-8.861432605961435,-7.412077375843545,29.22484578253056,-8.126274103684427
-8.788523887947353,-7.322579398416764,29.16067033814584,-8.055799827708709
-8.714898922087935,-7.236889559735717,29.090854666266125,-7.986633972529725
-8.640782729749107,-7.155181065738851,29.015683657267335,-7.918941028947643
-8.566397293094907,-7.0776060429574255,28.93544975821169,-7.8528771399714685
-8.491960669408394,-7.00429607173562,28.85045119071957,-7.788589938385293
-8.417686212015512,-6.935362880016514,28.760990328038396,-7.726218494668295
-8.343781847742038,-6.870899116746019,28.66737217272971,-7.665893264000676
-8.270449420793195,-6.810979261177478,28.569902926609714,-7.60773614266213
-8.197884147086864,-6.755660592640421,28.46888875264643,-7.551860509827419
-8.126274103684427,-6.70498421162128,28.36463459565738,-7.498371372518055
-8.055799827708709,-6.658976141348782,28.257443180647595,-7.447365480949066
-7.986633972529725,-6.6176483987128565,28.14761412416592,-7.3989315457338485
-7.918941028947643,-6.581000143328808,28.03544314009116,-7.35315040398544
